Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,An,Ab,Or,Cn
HF3-PR,HFZ,65.49,0.02,19.11,0.06,0.09,0.01,0.12,0.04,0.22,2.56,12.80,0.21,0.02,0.11,0.07,0.08,0.01,0.02,0.03,0.05,0.07,0.13,2.980,0.001,1.025,0.002,0.003,0.001,0.006,0.001,0.004,0.226,0.743,4.991,0.010,0.001,0.011,0.005,0.006,0.001,0.002,0.002,0.002,0.012,0.015,0.006,0.231,0.759,0.004
HF3-PR,HFZ,65.31,0.02,19.28,0.06,0.09,0.01,0.11,0.11,0.74,2.52,13.38,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.03,0.07,0.07,0.13,2.963,0.001,1.031,0.002,0.003,0.001,0.005,0.003,0.013,0.222,0.774,5.018,0.010,0.001,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.012,0.015,0.005,0.218,0.763,0.013
HF3-PR,HFZ,65.64,0.02,19.22,0.06,0.09,0.01,0.17,0.16,1.10,2.50,12.61,0.21,0.03,0.11,0.06,0.08,0.01,0.02,0.04,0.08,0.07,0.13,2.973,0.001,1.026,0.002,0.003,0.001,0.008,0.004,0.020,0.220,0.729,4.986,0.010,0.002,0.011,0.004,0.006,0.001,0.002,0.002,0.003,0.012,0.015,0.008,0.225,0.747,0.020
HF3-PR,HFZ,65.10,0.02,18.96,0.06,0.10,0.01,0.16,0.04,1.16,2.57,12.96,0.21,0.03,0.11,0.07,0.10,0.00,0.02,0.04,0.08,0.07,0.13,2.971,0.001,1.020,0.002,0.004,0.001,0.008,0.001,0.021,0.227,0.754,5.009,0.010,0.002,0.011,0.005,0.008,0.000,0.002,0.002,0.003,0.012,0.015,0.008,0.225,0.747,0.021
HF3-PR,HFZ,65.13,0.02,19.75,0.06,0.09,0.01,0.14,0.12,1.03,2.33,12.75,0.21,0.03,0.11,0.07,0.08,0.02,0.02,0.04,0.08,0.07,0.13,2.954,0.001,1.056,0.002,0.003,0.001,0.007,0.003,0.018,0.205,0.738,4.988,0.010,0.002,0.011,0.005,0.006,0.003,0.002,0.002,0.003,0.012,0.015,0.007,0.212,0.762,0.019
HF3-PR,HFZ,65.10,0.02,19.52,0.06,0.08,0.01,0.13,0.04,0.90,2.72,13.31,0.21,0.03,0.11,0.00,0.07,0.01,0.02,0.04,0.07,0.08,0.13,2.950,0.001,1.043,0.002,0.003,0.001,0.006,0.001,0.016,0.239,0.769,5.031,0.009,0.002,0.011,0.000,0.005,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.232,0.747,0.016
HF3-PR,HFZ,63.68,0.02,19.39,0.06,0.09,0.01,0.13,0.14,1.06,2.53,12.30,0.21,0.00,0.11,0.06,0.07,0.00,0.02,0.04,0.08,0.07,0.13,2.949,0.001,1.058,0.002,0.004,0.001,0.006,0.004,0.019,0.227,0.727,4.997,0.010,0.000,0.011,0.004,0.005,0.000,0.002,0.002,0.003,0.012,0.015,0.007,0.232,0.742,0.020
HF3-PR,HFZ,64.89,0.02,19.34,0.06,0.09,0.01,0.13,0.04,1.32,3.26,11.93,0.21,0.03,0.11,0.06,0.08,0.00,0.02,0.04,0.08,0.08,0.13,2.956,0.001,1.038,0.002,0.003,0.001,0.006,0.001,0.024,0.288,0.693,5.014,0.010,0.002,0.011,0.004,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.006,0.285,0.686,0.023
HF3-PR,HFZ,64.95,0.02,19.69,0.06,0.09,0.01,0.09,0.04,0.97,2.62,13.01,0.21,0.04,0.11,0.06,0.07,0.01,0.02,0.03,0.07,0.08,0.13,2.948,0.001,1.053,0.002,0.003,0.001,0.004,0.001,0.017,0.231,0.753,5.015,0.010,0.003,0.011,0.004,0.005,0.001,0.002,0.002,0.002,0.014,0.015,0.004,0.229,0.749,0.017
HF3-PR,HFZ,63.93,0.02,19.66,0.06,0.09,0.01,0.20,0.19,1.20,3.07,12.30,0.21,0.03,0.11,0.07,0.08,0.02,0.02,0.04,0.08,0.08,0.13,2.932,0.001,1.063,0.002,0.003,0.001,0.010,0.005,0.022,0.273,0.720,5.031,0.010,0.002,0.011,0.005,0.006,0.003,0.002,0.002,0.003,0.014,0.015,0.010,0.267,0.703,0.021
HF3-PR,HFZ,64.78,0.02,19.06,0.06,0.10,0.01,0.13,0.04,0.79,2.96,12.50,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.05,0.07,0.08,0.13,2.965,0.001,1.028,0.002,0.004,0.001,0.006,0.001,0.014,0.263,0.730,5.015,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.003,0.003,0.014,0.015,0.006,0.259,0.720,0.014
HF3-PR,HFZ,63.97,0.02,19.42,0.14,0.09,0.01,0.14,0.04,0.83,2.66,12.31,0.21,0.03,0.11,0.06,0.09,0.01,0.02,0.04,0.07,0.08,0.13,2.950,0.001,1.055,0.005,0.004,0.001,0.007,0.001,0.015,0.238,0.724,5.000,0.010,0.002,0.011,0.004,0.007,0.001,0.002,0.002,0.003,0.014,0.015,0.007,0.242,0.736,0.015
HF3-PR,HFZ,64.18,0.02,19.23,0.06,0.08,0.03,0.17,0.11,1.03,2.60,12.73,0.21,0.06,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.08,0.13,2.953,0.001,1.043,0.002,0.003,0.002,0.008,0.003,0.019,0.232,0.747,5.013,0.010,0.004,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.008,0.231,0.743,0.018
HF3-PR,HFZ,63.65,0.02,19.05,0.06,0.09,0.01,0.15,0.14,1.39,2.43,12.59,0.21,0.04,0.11,0.06,0.08,0.01,0.02,0.04,0.08,0.07,0.13,2.955,0.001,1.042,0.002,0.004,0.001,0.007,0.004,0.025,0.219,0.745,5.005,0.010,0.003,0.011,0.004,0.006,0.001,0.002,0.002,0.003,0.012,0.015,0.007,0.219,0.748,0.025
HF3-PR,HFZ,63.65,0.02,19.58,0.07,0.09,0.01,0.15,0.04,1.26,2.42,12.82,0.21,0.02,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.07,0.13,2.938,0.001,1.065,0.002,0.004,0.001,0.007,0.001,0.023,0.217,0.755,5.013,0.010,0.001,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.012,0.015,0.007,0.216,0.754,0.023
HF3-PR,HFZ,64.56,0.02,19.13,0.07,0.09,0.02,0.14,0.04,0.50,2.70,12.82,0.21,0.00,0.11,0.07,0.09,0.01,0.02,0.04,0.06,0.08,0.13,2.963,0.001,1.035,0.002,0.003,0.001,0.007,0.001,0.009,0.240,0.751,5.013,0.010,0.000,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.014,0.015,0.007,0.239,0.746,0.009
HF3-PR,HFZ,64.93,0.02,18.61,0.06,0.10,0.01,0.14,0.04,0.42,2.26,11.86,0.21,0.03,0.11,0.07,0.09,0.00,0.02,0.04,0.06,0.07,0.13,3.002,0.001,1.014,0.002,0.004,0.001,0.007,0.001,0.008,0.203,0.699,4.941,0.010,0.002,0.011,0.005,0.007,0.000,0.002,0.002,0.002,0.012,0.015,0.008,0.221,0.763,0.008
HF3-PR,HFZ,64.03,0.02,18.98,0.06,0.09,0.01,0.11,0.04,0.84,2.87,12.62,0.21,0.05,0.11,0.05,0.08,0.01,0.02,0.04,0.07,0.08,0.13,2.959,0.001,1.034,0.002,0.004,0.001,0.005,0.001,0.015,0.257,0.744,5.023,0.010,0.003,0.011,0.003,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.252,0.728,0.015
HF3-PR,HFZ,64.11,0.02,19.22,0.06,0.08,0.01,0.13,0.04,0.84,2.48,13.06,0.21,0.02,0.11,0.00,0.08,0.00,0.02,0.04,0.07,0.07,0.13,2.954,0.001,1.044,0.002,0.003,0.001,0.006,0.001,0.015,0.222,0.768,5.017,0.010,0.001,0.011,0.000,0.006,0.000,0.002,0.002,0.003,0.012,0.015,0.006,0.219,0.759,0.015
HF3-PR,HFZ,62.93,0.02,19.82,0.14,0.09,0.01,0.14,0.04,1.33,2.51,12.42,0.21,0.03,0.11,0.07,0.08,0.00,0.02,0.04,0.08,0.07,0.13,2.923,0.001,1.085,0.005,0.004,0.001,0.007,0.001,0.024,0.226,0.736,5.012,0.010,0.002,0.011,0.005,0.006,0.000,0.002,0.002,0.003,0.012,0.015,0.007,0.228,0.741,0.024
HF3-PR,HFZ,63.30,0.02,19.08,0.25,0.09,0.01,0.18,0.08,1.06,2.69,12.49,0.21,0.02,0.11,0.07,0.08,0.00,0.02,0.04,0.08,0.08,0.13,2.945,0.001,1.046,0.009,0.004,0.001,0.009,0.002,0.019,0.243,0.741,5.019,0.010,0.001,0.011,0.005,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.009,0.240,0.732,0.019
HF3-PR,HFZ,63.36,0.02,19.47,0.07,0.09,0.01,0.09,0.07,1.04,2.27,12.95,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.03,0.08,0.07,0.13,2.941,0.001,1.065,0.002,0.004,0.001,0.004,0.002,0.019,0.204,0.767,5.010,0.010,0.001,0.011,0.005,0.007,0.001,0.002,0.002,0.003,0.012,0.015,0.005,0.205,0.771,0.019
HF3-PR,HFZ,63.09,0.02,19.61,0.06,0.09,0.01,0.14,0.04,1.60,2.70,12.61,0.21,0.03,0.11,0.00,0.08,0.01,0.02,0.04,0.09,0.08,0.13,2.926,0.001,1.072,0.002,0.004,0.001,0.007,0.001,0.029,0.243,0.746,5.031,0.010,0.002,0.011,0.000,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.007,0.237,0.728,0.028
HF3-PR,HFZ,63.42,0.02,19.16,0.07,0.08,0.01,0.10,0.04,0.87,2.60,12.88,0.21,0.03,0.11,0.07,0.07,0.01,0.02,0.04,0.08,0.07,0.13,2.948,0.001,1.050,0.002,0.003,0.001,0.005,0.001,0.016,0.234,0.764,5.024,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.013,0.015,0.005,0.230,0.750,0.016
HF3-PR,HFZ,63.53,0.02,19.38,0.06,0.09,0.01,0.14,0.04,0.86,2.95,12.86,0.21,0.00,0.11,0.07,0.08,0.02,0.02,0.03,0.07,0.08,0.13,2.936,0.001,1.056,0.002,0.004,0.001,0.007,0.001,0.016,0.264,0.758,5.045,0.010,0.000,0.011,0.005,0.006,0.003,0.002,0.002,0.003,0.014,0.015,0.007,0.253,0.726,0.015
HF3-PR,HFZ,62.86,0.02,19.72,0.18,0.09,0.01,0.17,0.20,1.40,2.44,12.48,0.21,0.03,0.11,0.06,0.09,0.01,0.02,0.04,0.08,0.07,0.13,2.922,0.001,1.080,0.006,0.004,0.001,0.008,0.005,0.026,0.220,0.740,5.014,0.010,0.002,0.011,0.004,0.007,0.001,0.002,0.002,0.003,0.013,0.015,0.009,0.221,0.745,0.026
HF3-PR,HFZ,63.43,0.02,18.59,0.06,0.09,0.01,0.08,0.04,0.97,2.42,13.51,0.21,0.04,0.11,0.06,0.10,0.01,0.02,0.04,0.07,0.07,0.13,2.961,0.001,1.023,0.002,0.004,0.001,0.004,0.001,0.018,0.219,0.805,5.037,0.010,0.003,0.011,0.004,0.008,0.001,0.002,0.002,0.003,0.013,0.015,0.004,0.210,0.770,0.017
HF3-PR,HFZ,62.26,0.02,19.05,0.06,0.08,0.01,0.18,0.04,1.78,2.44,12.57,0.21,0.03,0.11,0.06,0.08,0.01,0.02,0.04,0.09,0.07,0.13,2.936,0.001,1.059,0.002,0.003,0.001,0.009,0.001,0.033,0.223,0.756,5.023,0.010,0.002,0.011,0.004,0.006,0.001,0.002,0.002,0.003,0.013,0.016,0.009,0.218,0.740,0.032
HH12-1,IrZ,64.92,0.02,19.97,0.07,0.09,0.01,0.20,0.38,1.51,2.78,11.51,0.21,0.03,0.11,0.08,0.00,0.00,0.02,0.04,0.09,0.08,0.12,2.944,0.001,1.067,0.002,0.003,0.001,0.010,0.010,0.027,0.244,0.666,4.975,0.010,0.002,0.011,0.005,0.000,0.000,0.002,0.002,0.003,0.014,0.014,0.010,0.258,0.703,0.028
HH12-1,IrZ,64.71,0.02,19.17,0.06,0.09,0.01,0.18,0.18,0.58,2.98,11.71,0.21,0.03,0.11,0.06,0.10,0.00,0.02,0.04,0.07,0.08,0.12,2.969,0.001,1.036,0.002,0.003,0.001,0.009,0.005,0.010,0.265,0.685,4.986,0.010,0.002,0.011,0.004,0.008,0.000,0.002,0.002,0.003,0.014,0.014,0.009,0.273,0.707,0.011
HH12-1,IrZ,66.24,0.02,19.16,0.06,0.09,0.01,0.11,0.04,0.59,2.52,12.08,0.21,0.02,0.11,0.07,0.15,0.01,0.02,0.04,0.07,0.08,0.13,2.993,0.001,1.020,0.002,0.003,0.001,0.005,0.001,0.010,0.221,0.696,4.954,0.010,0.001,0.011,0.005,0.011,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.237,0.746,0.011
HH12-1,IrZ,64.66,0.02,19.34,0.07,0.09,0.01,0.31,0.38,1.95,3.01,11.34,0.21,0.03,0.11,0.07,0.07,0.00,0.03,0.04,0.10,0.08,0.12,2.953,0.001,1.041,0.002,0.003,0.001,0.015,0.010,0.035,0.266,0.661,4.988,0.010,0.002,0.011,0.005,0.005,0.000,0.003,0.002,0.004,0.014,0.014,0.016,0.273,0.676,0.036
HH12-1,IrZ,66.26,0.02,19.22,0.19,0.09,0.01,0.16,0.04,0.65,2.92,11.67,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.12,2.985,0.001,1.021,0.006,0.003,0.001,0.008,0.001,0.011,0.255,0.671,4.963,0.010,0.001,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.014,0.014,0.008,0.270,0.710,0.012
HH12-1,IrZ,65.82,0.02,19.26,0.07,0.09,0.01,0.16,0.04,0.39,3.09,12.35,0.21,0.02,0.11,0.09,0.08,0.01,0.02,0.05,0.07,0.08,0.13,2.973,0.001,1.025,0.002,0.003,0.001,0.008,0.001,0.007,0.271,0.712,5.003,0.010,0.001,0.011,0.006,0.006,0.001,0.002,0.003,0.002,0.014,0.015,0.008,0.271,0.714,0.007
HH12-1,IrZ,66.06,0.02,19.25,0.19,0.10,0.01,0.13,0.11,0.54,2.90,12.47,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.13,2.974,0.001,1.021,0.006,0.004,0.001,0.006,0.003,0.010,0.253,0.716,4.996,0.010,0.001,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.257,0.727,0.010
HH12-1,IrZ,65.17,0.02,19.10,0.06,0.10,0.01,0.20,0.04,0.65,2.61,12.28,0.21,0.03,0.11,0.07,0.09,0.00,0.02,0.00,0.07,0.08,0.13,2.977,0.001,1.028,0.002,0.004,0.001,0.010,0.001,0.012,0.231,0.715,4.981,0.010,0.002,0.011,0.005,0.007,0.000,0.002,0.000,0.003,0.014,0.015,0.010,0.239,0.739,0.012
HH12-1,IrZ,65.84,0.02,19.27,0.06,0.08,0.02,0.23,0.14,0.91,2.79,12.14,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.08,0.13,2.975,0.001,1.026,0.002,0.003,0.001,0.011,0.004,0.016,0.244,0.700,4.983,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.011,0.252,0.720,0.017
HH12-1,IrZ,65.43,0.02,19.62,0.07,0.09,0.01,0.15,0.10,1.08,2.67,12.19,0.21,0.03,0.11,0.08,0.08,0.00,0.02,0.04,0.08,0.08,0.13,2.962,0.001,1.047,0.002,0.003,0.001,0.007,0.003,0.019,0.234,0.704,4.982,0.010,0.002,0.011,0.005,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.008,0.243,0.730,0.020
HH12-1,IrZ,65.55,0.02,19.20,0.07,0.08,0.01,0.14,0.09,0.61,2.94,12.43,0.21,0.03,0.11,0.08,0.08,0.01,0.02,0.04,0.07,0.08,0.13,2.972,0.001,1.026,0.002,0.003,0.001,0.007,0.002,0.011,0.258,0.719,5.002,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.002,0.014,0.015,0.007,0.260,0.723,0.011
HH12-1,IrZ,66.16,0.02,19.08,0.07,0.09,0.01,0.14,0.10,0.51,3.69,10.80,0.21,0.03,0.11,0.08,0.08,0.01,0.02,0.04,0.07,0.09,0.12,2.988,0.001,1.016,0.002,0.003,0.001,0.007,0.003,0.009,0.323,0.622,4.975,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.002,0.016,0.014,0.007,0.336,0.647,0.009
HH12-1,IrZ,66.06,0.02,19.15,0.06,0.09,0.01,0.13,0.04,0.85,3.14,12.14,0.21,0.03,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.13,2.978,0.001,1.017,0.002,0.003,0.001,0.006,0.001,0.015,0.274,0.698,4.998,0.010,0.002,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.276,0.702,0.015
HH12-1,IrZ,66.24,0.02,18.97,0.15,0.09,0.03,0.13,0.04,0.53,3.08,12.37,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.07,0.08,0.13,2.984,0.001,1.007,0.005,0.003,0.002,0.006,0.001,0.009,0.269,0.711,4.999,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.002,0.014,0.015,0.006,0.270,0.714,0.009
HH12-1,IrZ,65.94,0.02,19.61,0.07,0.09,0.01,0.11,0.04,0.75,2.87,12.27,0.21,0.03,0.11,0.08,0.08,0.01,0.02,0.04,0.08,0.08,0.13,2.967,0.001,1.040,0.002,0.003,0.001,0.005,0.001,0.013,0.250,0.704,4.988,0.010,0.002,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.005,0.257,0.724,0.014
HH12-1,IrZ,65.04,0.02,19.60,0.07,0.09,0.01,0.23,0.11,1.69,3.04,11.48,0.21,0.02,0.11,0.07,0.07,0.00,0.02,0.04,0.09,0.08,0.12,2.954,0.001,1.049,0.002,0.003,0.001,0.011,0.003,0.030,0.268,0.665,4.986,0.010,0.001,0.011,0.005,0.005,0.000,0.002,0.002,0.003,0.014,0.014,0.011,0.275,0.683,0.031
HH12-1,IrZ,65.37,0.02,19.39,0.06,0.09,0.01,0.14,0.04,0.83,2.94,12.11,0.21,0.02,0.11,0.06,0.15,0.01,0.02,0.04,0.07,0.08,0.13,2.967,0.001,1.037,0.002,0.003,0.001,0.007,0.001,0.015,0.259,0.701,4.993,0.010,0.001,0.011,0.004,0.012,0.001,0.002,0.002,0.002,0.014,0.015,0.007,0.264,0.714,0.015
HH12-1,IrZ,63.80,0.02,20.31,0.07,0.09,0.01,0.30,0.19,3.21,3.25,10.41,0.21,0.00,0.11,0.07,0.08,0.00,0.03,0.04,0.12,0.08,0.12,2.914,0.001,1.093,0.002,0.003,0.001,0.015,0.005,0.057,0.288,0.606,4.985,0.010,0.000,0.011,0.005,0.006,0.000,0.003,0.002,0.004,0.014,0.014,0.015,0.298,0.628,0.059
HH12-1,IrZ,64.16,0.02,20.00,0.31,0.09,0.01,0.35,0.32,2.17,3.13,10.49,0.21,0.02,0.11,0.07,0.14,0.01,0.03,0.04,0.10,0.08,0.12,2.928,0.001,1.076,0.011,0.003,0.001,0.017,0.008,0.039,0.277,0.611,4.972,0.010,0.001,0.011,0.005,0.011,0.001,0.003,0.002,0.004,0.014,0.014,0.018,0.294,0.647,0.041
HH12-1,IrZ,65.00,0.02,19.33,0.07,0.09,0.01,0.17,0.04,1.10,2.86,12.66,0.21,0.03,0.11,0.14,0.08,0.00,0.02,0.04,0.08,0.08,0.13,2.957,0.001,1.036,0.002,0.003,0.001,0.008,0.001,0.020,0.252,0.735,5.016,0.011,0.002,0.011,0.010,0.006,0.000,0.002,0.002,0.003,0.014,0.015,0.008,0.249,0.724,0.019
HH12-1,IrZ,64.47,0.02,19.65,0.07,0.09,0.01,0.21,0.27,0.99,3.00,12.32,0.21,0.03,0.11,0.08,0.15,0.01,0.03,0.04,0.08,0.08,0.13,2.940,0.001,1.056,0.002,0.003,0.001,0.010,0.007,0.018,0.265,0.717,5.021,0.011,0.002,0.011,0.005,0.012,0.001,0.003,0.002,0.003,0.014,0.015,0.010,0.263,0.710,0.018
HH12-1,IrZ,64.89,0.02,19.98,0.17,0.10,0.01,0.30,0.32,1.50,3.39,11.57,0.21,0.00,0.11,0.07,0.08,0.00,0.03,0.04,0.09,0.09,0.12,2.930,0.001,1.063,0.006,0.004,0.001,0.015,0.008,0.027,0.297,0.666,5.017,0.010,0.000,0.011,0.005,0.006,0.000,0.003,0.002,0.003,0.016,0.014,0.014,0.296,0.664,0.026
HH12-1,IrZ,62.79,0.02,20.38,0.07,0.08,0.01,0.20,0.38,3.37,3.11,10.83,0.21,0.02,0.11,0.06,0.08,0.01,0.02,0.04,0.12,0.08,0.12,2.896,0.001,1.108,0.002,0.003,0.001,0.010,0.010,0.061,0.278,0.637,5.006,0.010,0.001,0.011,0.004,0.006,0.001,0.002,0.002,0.004,0.014,0.014,0.010,0.282,0.646,0.062
HH12-1,IrZ,63.58,0.02,19.88,0.06,0.09,0.01,0.34,0.27,2.48,2.97,10.77,0.21,0.02,0.11,0.07,0.15,0.01,0.03,0.04,0.11,0.08,0.12,2.928,0.001,1.079,0.002,0.004,0.001,0.017,0.007,0.045,0.265,0.633,4.980,0.011,0.001,0.011,0.005,0.012,0.001,0.003,0.002,0.004,0.014,0.014,0.017,0.276,0.659,0.047
HH12-1,IrZ,65.01,0.02,19.14,0.20,0.09,0.01,0.18,0.04,1.10,2.53,12.72,0.21,0.00,0.11,0.07,0.09,0.01,0.02,0.03,0.08,0.07,0.13,2.965,0.001,1.029,0.007,0.003,0.001,0.009,0.001,0.020,0.224,0.740,4.998,0.010,0.000,0.011,0.005,0.007,0.001,0.002,0.002,0.003,0.012,0.015,0.009,0.225,0.746,0.020
HH12-1,IrZ,65.28,0.02,19.33,0.17,0.09,0.01,0.16,0.12,1.52,2.75,12.33,0.21,0.02,0.11,0.08,0.09,0.00,0.02,0.04,0.09,0.08,0.13,2.960,0.001,1.033,0.006,0.003,0.001,0.008,0.003,0.027,0.242,0.713,4.997,0.010,0.001,0.011,0.005,0.007,0.000,0.002,0.002,0.003,0.014,0.015,0.008,0.244,0.721,0.027
HH12-1,IrZ,66.00,0.02,19.59,0.07,0.09,0.01,0.18,0.08,0.92,2.97,12.16,0.21,0.02,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.08,0.13,2.965,0.001,1.037,0.002,0.003,0.001,0.009,0.002,0.016,0.259,0.697,4.992,0.010,0.001,0.011,0.005,0.006,0.001,0.002,0.002,0.003,0.014,0.015,0.009,0.264,0.711,0.017
HH12-1,IrZ,65.04,0.02,19.32,0.06,0.09,0.01,0.14,0.13,0.93,2.63,11.97,0.21,0.04,0.11,0.07,0.09,0.01,0.02,0.04,0.08,0.08,0.13,2.970,0.001,1.040,0.002,0.003,0.001,0.007,0.003,0.017,0.233,0.697,4.974,0.010,0.003,0.011,0.005,0.007,0.001,0.002,0.002,0.003,0.014,0.015,0.007,0.244,0.731,0.017
HH12-1,IrZ,65.72,0.02,19.50,0.22,0.09,0.01,0.17,0.10,0.60,2.99,12.23,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.13,2.963,0.001,1.036,0.007,0.003,0.001,0.008,0.003,0.011,0.261,0.703,4.997,0.010,0.001,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.014,0.015,0.008,0.266,0.715,0.011
HH12-1,IrZ,65.90,0.02,19.00,0.07,0.09,0.01,0.17,0.04,0.66,3.06,12.19,0.21,0.03,0.11,0.08,0.09,0.01,0.02,0.04,0.07,0.08,0.13,2.982,0.001,1.013,0.002,0.003,0.001,0.008,0.001,0.012,0.268,0.704,4.996,0.010,0.002,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.014,0.015,0.008,0.271,0.709,0.012
HH12-1,IrZ,65.28,0.07,19.30,0.07,0.10,0.01,0.22,0.12,1.24,2.78,11.91,0.21,0.02,0.11,0.07,0.10,0.01,0.02,0.04,0.09,0.08,0.12,2.967,0.002,1.034,0.002,0.004,0.001,0.011,0.003,0.022,0.245,0.690,4.981,0.010,0.001,0.011,0.005,0.008,0.001,0.002,0.002,0.003,0.014,0.014,0.011,0.253,0.713,0.023
HH12-1,IrZ,65.41,0.02,19.49,0.16,0.09,0.01,0.15,0.16,1.43,2.72,11.42,0.21,0.02,0.11,0.08,0.09,0.00,0.02,0.04,0.09,0.08,0.12,2.968,0.001,1.042,0.005,0.003,0.001,0.007,0.004,0.025,0.239,0.661,4.958,0.010,0.001,0.011,0.005,0.007,0.000,0.002,0.002,0.003,0.014,0.014,0.008,0.256,0.708,0.027
HH12-1,IrZ,65.98,0.02,19.44,0.25,0.09,0.01,0.14,0.04,0.87,2.97,11.91,0.21,0.00,0.11,0.07,0.09,0.00,0.02,0.04,0.08,0.08,0.12,2.970,0.001,1.031,0.008,0.003,0.001,0.007,0.001,0.015,0.259,0.684,4.981,0.010,0.000,0.011,0.005,0.007,0.000,0.002,0.002,0.003,0.014,0.014,0.007,0.269,0.709,0.016
HH12-1,IrZ,65.78,0.02,19.14,0.07,0.09,0.01,0.19,0.08,0.62,3.40,11.44,0.21,0.02,0.11,0.08,0.09,0.00,0.02,0.04,0.07,0.09,0.12,2.978,0.001,1.021,0.002,0.003,0.001,0.009,0.002,0.011,0.298,0.661,4.989,0.010,0.001,0.011,0.005,0.007,0.000,0.002,0.002,0.002,0.016,0.014,0.009,0.305,0.675,0.011
HH12-1,IrZ,65.99,0.08,19.25,0.21,0.09,0.01,0.13,0.09,0.44,3.29,11.89,0.21,0.03,0.11,0.07,0.10,0.00,0.02,0.04,0.07,0.09,0.12,2.973,0.003,1.022,0.007,0.003,0.001,0.006,0.002,0.008,0.287,0.683,4.995,0.010,0.002,0.011,0.005,0.008,0.000,0.002,0.002,0.002,0.016,0.014,0.006,0.292,0.694,0.008
HH12-1,IrZ,66.22,0.02,19.20,0.07,0.10,0.01,0.13,0.04,0.52,3.17,12.02,0.21,0.02,0.11,0.07,0.10,0.02,0.02,0.07,0.07,0.08,0.13,2.981,0.001,1.019,0.002,0.004,0.001,0.006,0.001,0.009,0.277,0.690,4.991,0.010,0.001,0.011,0.005,0.008,0.003,0.002,0.004,0.002,0.014,0.015,0.006,0.282,0.703,0.009
HH12-1,IrZ,65.17,0.02,19.25,0.07,0.09,0.01,0.19,0.14,1.71,2.75,12.00,0.21,0.03,0.11,0.00,0.10,0.00,0.02,0.04,0.10,0.08,0.12,2.965,0.001,1.032,0.002,0.003,0.001,0.009,0.004,0.030,0.243,0.696,4.987,0.010,0.002,0.011,0.000,0.008,0.000,0.002,0.002,0.004,0.014,0.014,0.009,0.248,0.712,0.031
HH12-1,IrZ,65.97,0.02,19.38,0.07,0.10,0.03,0.14,0.04,0.39,2.57,12.94,0.21,0.00,0.11,0.07,0.09,0.01,0.02,0.04,0.06,0.08,0.13,2.973,0.001,1.029,0.002,0.004,0.002,0.007,0.001,0.007,0.225,0.744,4.995,0.010,0.000,0.011,0.005,0.007,0.001,0.002,0.002,0.002,0.014,0.015,0.007,0.229,0.757,0.007
