Sample,Coal,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,SrO,BaO,Na2O,K2O,Total,sSiO2,sTiO2,sAl2O3,sFe2O3,sMnO,sMgO,sCaO,sSrO,sBaO,sNa2O,sK2O,sTotal,Si,Ti,Al,Fe3,Mn,Mg,Ca,Sr,Ba,Na,K,Sum,sSi,sTi,sAl,sFe3,sMn,sMg,sCa,sSr,sBa,sNa,sK,sTotal,An,Ab,Or,Cn,sAn,sAb,sOr,sCn
HF3-PR,HFZ,63.3,0,19.08,0.25,0,0,0.18,0.08,1.06,2.69,12.49,99.13,0.21,0.02,0.11,0.07,0.08,0,0.02,0.04,0.08,0.08,0.13,0.31,2.947,0,1.047,0.009,0,0,0.009,0.002,0.019,0.243,0.742,5.018,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.009,0.24,0.732,0.019,0.002,0.011,0.011,0.003
HF3-PR,HFZ,63.36,0,19.47,0,0,0,0.09,0.07,1.04,2.27,12.95,99.25,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.03,0.08,0.07,0.13,0.31,2.945,0,1.066,0,0,0,0.004,0.002,0.019,0.205,0.768,5.008,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.013,0.015,0.02,0.005,0.205,0.771,0.019,0.002,0.011,0.011,0.003
HF3-PR,HFZ,63.09,0,19.61,0,0,0,0.14,0,1.6,2.7,12.61,99.75,0.21,0.03,0.11,0,0.08,0.01,0.02,0.04,0.09,0.08,0.13,0.31,2.93,0,1.073,0,0,0,0.007,0,0.029,0.243,0.747,5.029,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.237,0.728,0.028,0.002,0.011,0.011,0.003
HF3-PR,HFZ,63.42,0,19.16,0,0,0,0.1,0,0.87,2.6,12.88,99.03,0.21,0.03,0.11,0.07,0.07,0.01,0.02,0.04,0.08,0.07,0.13,0.31,2.952,0,1.051,0,0,0,0.005,0,0.016,0.235,0.765,5.023,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.005,0.23,0.75,0.016,0.002,0.01,0.011,0.003
HF3-PR,HFZ,63.53,0,19.38,0,0,0,0.14,0,0.86,2.95,12.86,99.72,0.21,0,0.11,0.07,0.08,0.02,0.02,0.03,0.07,0.08,0.13,0.31,2.94,0,1.057,0,0,0,0.007,0,0.016,0.265,0.759,5.043,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.253,0.726,0.015,0.002,0.011,0.011,0.003
HF3-PR,HFZ,62.86,0,19.72,0.18,0,0,0.17,0.2,1.4,2.44,12.48,99.45,0.21,0.03,0.11,0.06,0.09,0.01,0.02,0.04,0.08,0.07,0.13,0.32,2.924,0,1.081,0.006,0,0,0.008,0.005,0.026,0.22,0.741,5.012,0.01,0,0.011,0.004,0,0,0.002,0.002,0.003,0.013,0.015,0.03,0.009,0.221,0.745,0.026,0.002,0.011,0.011,0.003
HF3-PR,HFZ,63.43,0,18.59,0,0,0,0.08,0,0.97,2.42,13.51,99,0.21,0.04,0.11,0.06,0.1,0.01,0.02,0.04,0.07,0.07,0.13,0.32,2.965,0,1.024,0,0,0,0.004,0,0.018,0.219,0.806,5.036,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.016,0.03,0.004,0.21,0.77,0.017,0.002,0.01,0.011,0.003
HF3-PR,HFZ,62.26,0,19.05,0,0,0,0.18,0,1.78,2.44,12.57,98.28,0.21,0.03,0.11,0.06,0.08,0.01,0.02,0.04,0.09,0.07,0.13,0.31,2.939,0,1.06,0,0,0,0.009,0,0.033,0.223,0.757,5.021,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.009,0.218,0.74,0.032,0.002,0.01,0.01,0.003
HH12-1,IrZ,64.92,0,19.97,0,0,0,0.2,0.38,1.51,2.78,11.51,101.27,0.21,0.03,0.11,0.08,0,0,0.02,0.04,0.09,0.08,0.12,0.31,2.947,0,1.069,0,0,0,0.01,0.01,0.027,0.245,0.667,4.974,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.01,0.258,0.703,0.028,0.002,0.012,0.012,0.003
HH12-1,IrZ,64.71,0,19.17,0,0,0,0.18,0.18,0.58,2.98,11.71,99.51,0.21,0.03,0.11,0.06,0.1,0,0.02,0.04,0.07,0.08,0.12,0.32,2.972,0,1.038,0,0,0,0.009,0.005,0.01,0.265,0.686,4.985,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.009,0.273,0.707,0.011,0.002,0.011,0.011,0.003
HH12-1,IrZ,66.24,0,19.16,0,0,0,0.11,0,0.59,2.52,12.08,100.7,0.21,0.02,0.11,0.07,0.15,0.01,0.02,0.04,0.07,0.08,0.13,0.34,2.996,0,1.021,0,0,0,0.005,0,0.01,0.221,0.697,4.952,0.009,0,0.011,0,0,0,0.002,0,0.002,0.013,0.014,0.02,0.006,0.237,0.746,0.011,0.002,0.011,0.011,0.002
HH12-1,IrZ,64.66,0,19.34,0,0,0,0.31,0.38,1.95,3.01,11.34,100.99,0.21,0.03,0.11,0.07,0.07,0,0.03,0.04,0.1,0.08,0.12,0.32,2.956,0,1.042,0,0,0,0.015,0.01,0.035,0.267,0.661,4.987,0.009,0,0.011,0,0,0,0.003,0.002,0.004,0.014,0.014,0.02,0.016,0.273,0.676,0.036,0.003,0.011,0.011,0.004
HH12-1,IrZ,66.26,0,19.22,0.19,0,0,0.16,0,0.65,2.92,11.67,101.07,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.12,0.31,2.988,0,1.021,0.006,0,0,0.008,0,0.011,0.255,0.671,4.961,0.009,0,0.011,0.005,0,0,0.002,0,0.002,0.014,0.014,0.03,0.008,0.27,0.71,0.012,0.002,0.012,0.012,0.002
HH12-1,IrZ,65.82,0,19.26,0,0,0,0.16,0,0.39,3.09,12.35,101.07,0.21,0.02,0.11,0.09,0.08,0.01,0.02,0.05,0.07,0.08,0.13,0.32,2.977,0,1.027,0,0,0,0.008,0,0.007,0.271,0.712,5.002,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.015,0.03,0.008,0.271,0.714,0.007,0.002,0.011,0.011,0.002
HH12-1,IrZ,66.06,0,19.25,0.19,0,0,0.13,0.11,0.54,2.9,12.47,101.65,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.13,0.32,2.977,0,1.022,0.006,0,0,0.006,0.003,0.01,0.253,0.717,4.994,0.009,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.006,0.257,0.727,0.01,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.17,0,19.1,0,0,0,0.2,0,0.65,2.61,12.28,100.01,0.21,0.03,0.11,0.07,0.09,0,0.02,0,0.07,0.08,0.13,0.31,2.98,0,1.029,0,0,0,0.01,0,0.012,0.231,0.716,4.979,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.01,0.239,0.739,0.012,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.84,0,19.27,0,0,0.02,0.23,0.14,0.91,2.79,12.14,101.34,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.08,0.13,0.32,2.977,0,1.027,0,0,0.001,0.011,0.004,0.016,0.245,0.7,4.982,0.009,0,0.011,0,0,0.001,0.002,0.002,0.003,0.014,0.014,0.02,0.011,0.252,0.72,0.017,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.43,0,19.62,0,0,0,0.15,0.1,1.08,2.67,12.19,101.24,0.21,0.03,0.11,0.08,0.08,0,0.02,0.04,0.08,0.08,0.13,0.32,2.965,0,1.048,0,0,0,0.007,0.003,0.019,0.235,0.705,4.981,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.013,0.014,0.02,0.008,0.243,0.73,0.02,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.55,0,19.2,0,0,0,0.14,0.09,0.61,2.94,12.43,100.96,0.21,0.03,0.11,0.08,0.08,0.01,0.02,0.04,0.07,0.08,0.13,0.32,2.975,0,1.027,0,0,0,0.007,0.002,0.011,0.259,0.72,5.001,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.007,0.26,0.723,0.011,0.002,0.011,0.011,0.003
HH12-1,IrZ,66.16,0,19.08,0,0,0,0.14,0.1,0.51,3.69,10.8,100.48,0.21,0.03,0.11,0.08,0.08,0.01,0.02,0.04,0.07,0.09,0.12,0.32,2.992,0,1.017,0,0,0,0.007,0.003,0.009,0.323,0.623,4.973,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.015,0.014,0.03,0.007,0.336,0.647,0.009,0.002,0.011,0.011,0.002
HH12-1,IrZ,66.06,0,19.15,0,0,0,0.13,0,0.85,3.14,12.14,101.47,0.21,0.03,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.13,0.32,2.982,0,1.019,0,0,0,0.006,0,0.015,0.275,0.699,4.996,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.006,0.276,0.702,0.015,0.002,0.011,0.011,0.003
HH12-1,IrZ,66.24,0,18.97,0.15,0,0.03,0.13,0,0.53,3.08,12.37,101.5,0.21,0.03,0.11,0.07,0.08,0.01,0.02,0.04,0.07,0.08,0.13,0.31,2.986,0,1.008,0.005,0,0.002,0.006,0,0.009,0.269,0.711,4.997,0.009,0,0.011,0.005,0,0.001,0.002,0,0.002,0.014,0.014,0.03,0.006,0.27,0.714,0.009,0.002,0.011,0.011,0.002
HH12-1,IrZ,65.94,0,19.61,0,0,0,0.11,0,0.75,2.87,12.27,101.55,0.21,0.03,0.11,0.08,0.08,0.01,0.02,0.04,0.08,0.08,0.13,0.32,2.971,0,1.041,0,0,0,0.005,0,0.013,0.251,0.705,4.986,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.005,0.257,0.724,0.014,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.04,0,19.6,0,0,0,0.23,0.11,1.69,3.04,11.48,101.19,0.21,0.02,0.11,0.07,0.07,0,0.02,0.04,0.09,0.08,0.12,0.32,2.957,0,1.05,0,0,0,0.011,0.003,0.03,0.268,0.666,4.985,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.011,0.275,0.683,0.031,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.37,0,19.39,0,0,0,0.14,0,0.83,2.94,12.11,100.78,0.21,0.02,0.11,0.06,0.15,0.01,0.02,0.04,0.07,0.08,0.13,0.34,2.97,0,1.038,0,0,0,0.007,0,0.015,0.259,0.702,4.991,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.007,0.264,0.714,0.015,0.002,0.011,0.011,0.003
HH12-1,IrZ,63.8,0,20.31,0,0,0,0.3,0.19,3.21,3.25,10.41,101.47,0.21,0,0.11,0.07,0.08,0,0.03,0.04,0.12,0.08,0.12,0.32,2.917,0,1.094,0,0,0,0.015,0.005,0.058,0.288,0.607,4.984,0.009,0,0.011,0,0,0,0.003,0.002,0.004,0.015,0.013,0.03,0.015,0.298,0.628,0.059,0.003,0.012,0.011,0.004
HH12-1,IrZ,64.16,0,20,0.31,0,0,0.35,0.32,2.17,3.13,10.49,100.93,0.21,0.02,0.11,0.07,0.14,0.01,0.03,0.04,0.1,0.08,0.12,0.34,2.93,0,1.077,0.011,0,0,0.017,0.008,0.039,0.277,0.611,4.97,0.01,0,0.011,0.005,0,0,0.003,0.002,0.004,0.015,0.014,0.03,0.018,0.294,0.647,0.041,0.003,0.012,0.012,0.004
HH12-1,IrZ,65,0,19.33,0,0,0,0.17,0,1.1,2.86,12.66,101.12,0.21,0.03,0.11,0.14,0.08,0,0.02,0.04,0.08,0.08,0.13,0.34,2.961,0,1.038,0,0,0,0.008,0,0.02,0.253,0.736,5.014,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.249,0.724,0.019,0.002,0.011,0.011,0.003
HH12-1,IrZ,64.47,0,19.65,0,0,0,0.21,0.27,0.99,3,12.32,100.91,0.21,0.03,0.11,0.08,0.15,0.01,0.03,0.04,0.08,0.08,0.13,0.34,2.944,0,1.057,0,0,0,0.01,0.007,0.018,0.266,0.718,5.019,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.01,0.263,0.71,0.018,0.002,0.011,0.011,0.003
HH12-1,IrZ,64.89,0,19.98,0.17,0,0,0.3,0.32,1.5,3.39,11.57,102.12,0.21,0,0.11,0.07,0.08,0,0.03,0.04,0.09,0.09,0.12,0.32,2.932,0,1.064,0.006,0,0,0.015,0.008,0.027,0.297,0.667,5.015,0.01,0,0.011,0.005,0,0,0.003,0.002,0.003,0.015,0.014,0.03,0.014,0.296,0.664,0.026,0.003,0.011,0.011,0.003
HH12-1,IrZ,62.79,0,20.38,0,0,0,0.2,0.38,3.37,3.11,10.83,101.06,0.21,0.02,0.11,0.06,0.08,0.01,0.02,0.04,0.12,0.08,0.12,0.33,2.899,0,1.109,0,0,0,0.01,0.01,0.061,0.278,0.638,5.005,0.009,0,0.011,0,0,0,0.002,0.002,0.004,0.015,0.014,0.03,0.01,0.282,0.646,0.062,0.002,0.012,0.011,0.004
HH12-1,IrZ,63.58,0,19.88,0,0,0,0.34,0.27,2.48,2.97,10.77,100.29,0.21,0.02,0.11,0.07,0.15,0.01,0.03,0.04,0.11,0.08,0.12,0.35,2.931,0,1.08,0,0,0,0.017,0.007,0.045,0.265,0.633,4.978,0.009,0,0.011,0,0,0,0.003,0.002,0.004,0.014,0.014,0.02,0.017,0.276,0.659,0.047,0.003,0.011,0.011,0.004
HH12-1,IrZ,65.01,0,19.14,0.2,0,0,0.18,0,1.1,2.53,12.72,100.88,0.21,0,0.11,0.07,0.09,0.01,0.02,0.03,0.08,0.07,0.13,0.32,2.967,0,1.03,0.007,0,0,0.009,0,0.02,0.224,0.741,4.997,0.009,0,0.011,0.005,0,0,0.002,0,0.003,0.013,0.015,0.03,0.009,0.225,0.746,0.02,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.28,0,19.33,0.17,0,0,0.16,0.12,1.52,2.75,12.33,101.66,0.21,0.02,0.11,0.08,0.09,0,0.02,0.04,0.09,0.08,0.13,0.32,2.962,0,1.034,0.006,0,0,0.008,0.003,0.027,0.242,0.714,4.996,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.008,0.244,0.721,0.027,0.002,0.011,0.011,0.003
HH12-1,IrZ,66,0,19.59,0,0,0,0.18,0.08,0.92,2.97,12.16,101.9,0.21,0.02,0.11,0.07,0.08,0.01,0.02,0.04,0.08,0.08,0.13,0.31,2.969,0,1.038,0,0,0,0.009,0.002,0.016,0.259,0.698,4.991,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.009,0.264,0.711,0.017,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.04,0,19.32,0,0,0,0.14,0.13,0.93,2.63,11.97,100.16,0.21,0.04,0.11,0.07,0.09,0.01,0.02,0.04,0.08,0.08,0.13,0.32,2.973,0,1.041,0,0,0,0.007,0.003,0.017,0.233,0.698,4.972,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.013,0.014,0.02,0.007,0.244,0.731,0.017,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.72,0,19.5,0.22,0,0,0.17,0.1,0.6,2.99,12.23,101.53,0.21,0.02,0.11,0.07,0.09,0.01,0.02,0.04,0.07,0.08,0.13,0.32,2.965,0,1.037,0.007,0,0,0.008,0.003,0.011,0.262,0.704,4.996,0.009,0,0.011,0.005,0,0,0.002,0.002,0.002,0.014,0.014,0.03,0.008,0.266,0.715,0.011,0.002,0.011,0.011,0.002
HH12-1,IrZ,65.9,0,19,0,0,0,0.17,0,0.66,3.06,12.19,100.98,0.21,0.03,0.11,0.08,0.09,0.01,0.02,0.04,0.07,0.08,0.13,0.32,2.986,0,1.015,0,0,0,0.008,0,0.012,0.269,0.705,4.994,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.008,0.271,0.709,0.012,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.28,0.07,19.3,0,0,0,0.22,0.12,1.24,2.78,11.91,100.92,0.21,0.02,0.11,0.07,0.1,0.01,0.02,0.04,0.09,0.08,0.12,0.32,2.97,0.002,1.035,0,0,0,0.011,0.003,0.022,0.245,0.691,4.979,0.009,0.002,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.011,0.253,0.713,0.023,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.41,0,19.49,0.16,0,0,0.15,0.16,1.43,2.72,11.42,100.94,0.21,0.02,0.11,0.08,0.09,0,0.02,0.04,0.09,0.08,0.12,0.32,2.97,0,1.043,0.005,0,0,0.007,0.004,0.025,0.239,0.661,4.956,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.014,0.03,0.008,0.256,0.708,0.027,0.002,0.012,0.012,0.003
HH12-1,IrZ,65.98,0,19.44,0.25,0,0,0.14,0,0.87,2.97,11.91,101.56,0.21,0,0.11,0.07,0.09,0,0.02,0.04,0.08,0.08,0.12,0.32,2.973,0,1.032,0.008,0,0,0.007,0,0.015,0.259,0.684,4.979,0.009,0,0.011,0.005,0,0,0.002,0,0.003,0.014,0.014,0.03,0.007,0.269,0.709,0.016,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.78,0,19.14,0,0,0,0.19,0.08,0.62,3.4,11.44,100.65,0.21,0.02,0.11,0.08,0.09,0,0.02,0.04,0.07,0.09,0.12,0.32,2.982,0,1.023,0,0,0,0.009,0.002,0.011,0.299,0.662,4.987,0.009,0,0.011,0,0,0,0.002,0.002,0.002,0.015,0.014,0.03,0.009,0.305,0.675,0.011,0.002,0.012,0.011,0.002
HH12-1,IrZ,65.99,0.08,19.25,0.21,0,0,0.13,0.09,0.44,3.29,11.89,101.37,0.21,0.03,0.11,0.07,0.1,0,0.02,0.04,0.07,0.09,0.12,0.32,2.974,0.003,1.022,0.007,0,0,0.006,0.002,0.008,0.287,0.684,4.994,0.01,0.002,0.011,0.005,0,0,0.002,0.002,0.002,0.015,0.014,0.03,0.006,0.292,0.694,0.008,0.002,0.012,0.012,0.002
HH12-1,IrZ,66.22,0,19.2,0,0,0,0.13,0,0.52,3.17,12.02,101.26,0.21,0.02,0.11,0.07,0.1,0.02,0.02,0.07,0.07,0.08,0.13,0.33,2.985,0,1.02,0,0,0,0.006,0,0.009,0.277,0.691,4.989,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.014,0.02,0.006,0.282,0.703,0.009,0.002,0.011,0.011,0.002
HH12-1,IrZ,65.17,0,19.25,0,0,0,0.19,0.14,1.71,2.75,12,101.21,0.21,0.03,0.11,0,0.1,0,0.02,0.04,0.1,0.08,0.12,0.32,2.968,0,1.033,0,0,0,0.009,0.004,0.031,0.243,0.697,4.985,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.014,0.02,0.009,0.248,0.712,0.031,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.97,0,19.38,0,0,0.03,0.14,0,0.39,2.57,12.94,101.42,0.21,0,0.11,0.07,0.09,0.01,0.02,0.04,0.06,0.08,0.13,0.31,2.977,0,1.031,0,0,0.002,0.007,0,0.007,0.225,0.745,4.993,0.009,0,0.011,0,0,0.002,0.002,0,0.002,0.013,0.015,0.02,0.007,0.229,0.757,0.007,0.002,0.011,0.011,0.002
HH12-1,IrZ,64.93,0,19.42,0.21,0,0,0.21,0.18,1.44,2.69,11.81,100.89,0.21,0.02,0.11,0.08,0.08,0,0.03,0.04,0.09,0.08,0.12,0.32,2.96,0,1.043,0.007,0,0,0.01,0.005,0.026,0.238,0.687,4.977,0.01,0,0.011,0.005,0,0,0.002,0.002,0.003,0.014,0.014,0.03,0.011,0.248,0.715,0.027,0.002,0.012,0.012,0.003
HH12-1,IrZ,64.87,0,19.03,0,0,0,0.18,0.14,1.25,2.73,12.2,100.4,0.21,0.02,0.11,0.08,0.09,0.01,0.02,0.04,0.09,0.08,0.13,0.32,2.973,0,1.028,0,0,0,0.009,0.004,0.022,0.243,0.713,4.991,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.009,0.246,0.723,0.023,0.002,0.011,0.011,0.003
HH12-1,IrZ,66.26,0,19.01,0,0,0,0.17,0,0.49,3.08,12.23,101.24,0.21,0.03,0.11,0.07,0.1,0.01,0.02,0.04,0.07,0.08,0.13,0.32,2.99,0,1.011,0,0,0,0.008,0,0.009,0.269,0.704,4.991,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.014,0.02,0.008,0.272,0.711,0.009,0.002,0.011,0.011,0.002
HH12-1,IrZ,65.27,0,19.46,0.18,0,0,0.23,0.15,1.59,2.77,11.92,101.57,0.21,0.03,0.11,0.08,0.08,0.01,0.03,0.04,0.09,0.08,0.12,0.32,2.96,0,1.04,0.006,0,0,0.011,0.004,0.028,0.244,0.69,4.983,0.01,0,0.011,0.006,0,0,0.002,0.002,0.003,0.014,0.014,0.03,0.011,0.25,0.709,0.029,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.59,0,19.46,0,0,0,0.17,0,1.2,3.05,11.85,101.32,0.21,0.03,0.11,0.07,0,0.02,0.02,0.03,0.09,0.08,0.12,0.31,2.969,0,1.038,0,0,0,0.008,0,0.021,0.268,0.684,4.988,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.014,0.02,0.008,0.273,0.697,0.022,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.61,0,19.03,0,0,0,0.17,0,0.87,2.78,12.56,101.02,0.21,0.03,0.11,0.07,0.1,0.02,0.02,0.03,0.08,0.08,0.13,0.32,2.981,0,1.019,0,0,0,0.008,0,0.015,0.245,0.728,4.996,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.008,0.246,0.73,0.016,0.002,0.011,0.011,0.003
HH12-1,IrZ,66.12,0,19.33,0,0,0,0.15,0,0.64,2.6,12.25,101.09,0.21,0.03,0.11,0.07,0.09,0,0.02,0.04,0.07,0.08,0.13,0.32,2.986,0,1.029,0,0,0,0.007,0,0.011,0.228,0.706,4.966,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.014,0.02,0.008,0.239,0.741,0.012,0.002,0.011,0.011,0.003
HH12-1,IrZ,65.97,0,19.03,0.22,0,0,0.18,0,0.51,2.86,12.44,101.21,0.21,0.03,0.11,0.07,0.09,0,0.02,0,0.07,0.08,0.13,0.32,2.983,0,1.014,0.007,0,0,0.009,0,0.009,0.251,0.718,4.99,0.009,0,0.011,0.005,0,0,0.002,0,0.002,0.014,0.015,0.03,0.009,0.254,0.728,0.009,0.002,0.011,0.011,0.002
HH12-1,IrZ,66.36,0,18.95,0,0,0,0.15,0,0.34,2.96,11.79,100.55,0.21,0.02,0.11,0,0.08,0.02,0.02,0.04,0.07,0.08,0.12,0.3,3.001,0,1.01,0,0,0,0.007,0,0.006,0.26,0.68,4.964,0.009,0,0.011,0,0,0,0.002,0,0.002,0.014,0.014,0.02,0.008,0.272,0.714,0.006,0.002,0.011,0.011,0.002
HH12-2,HFZ,63.97,0,18.79,0,0,0,0.15,0,1.02,2.56,12.01,98.5,0.21,0.03,0.11,0.05,0.06,0.01,0.02,0.04,0.08,0.07,0.13,0.31,2.978,0,1.031,0,0,0,0.007,0,0.019,0.231,0.713,4.979,0.009,0,0.011,0,0,0,0.002,0,0.003,0.013,0.015,0.02,0.008,0.238,0.735,0.019,0.002,0.011,0.011,0.003
HH12-2,HFZ,64.67,0,19.1,0,0,0,0.14,0.13,1.2,2.85,12.57,100.66,0.21,0.03,0.11,0.06,0.07,0.01,0.02,0.04,0.09,0.08,0.13,0.32,2.963,0,1.031,0,0,0,0.007,0.003,0.022,0.253,0.735,5.015,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.014,0.015,0.03,0.007,0.249,0.723,0.021,0.002,0.011,0.011,0.003
HH12-2,HFZ,67.88,0,20.46,0,0,0,1.02,0,0,11.32,0.35,101.03,0.22,0,0.11,0.06,0.06,0.01,0.04,0.03,0.04,0.15,0.03,0.31,2.948,0,1.047,0,0,0,0.047,0,0,0.953,0.019,5.015,0.009,0,0.011,0,0,0,0.004,0,0,0.024,0.003,0.03,0.047,0.934,0.019,0,0.004,0.005,0.003,0
HH12-2,HFZ,64.52,0,19.08,0,0,0,0.15,0.09,1.7,2.58,13.25,101.37,0.21,0.03,0.11,0.05,0.07,0.01,0.02,0.04,0.09,0.07,0.14,0.32,2.956,0,1.03,0,0,0,0.007,0.002,0.031,0.229,0.774,5.03,0.009,0,0.011,0,0,0,0.002,0.002,0.003,0.013,0.016,0.03,0.007,0.22,0.744,0.029,0.002,0.01,0.01,0.003
HH12-2,HFZ,65.32,0,18.77,0,0,0,0.12,0,0.67,2.96,12.81,100.65,0.21,0,0.11,0.05,0.07,0,0.02,0.06,0.07,0.08,0.14,0.31,2.982,0,1.01,0,0,0,0.006,0,0.012,0.262,0.746,5.017,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.016,0.03,0.006,0.255,0.727,0.012,0.002,0.011,0.011,0.003
HH12-2,HFZ,64.29,0,18.52,0.16,0,0,0.1,0,0.69,2.41,13.26,99.43,0.21,0.05,0.11,0.06,0.07,0.01,0.02,0.04,0.07,0.07,0.14,0.31,2.979,0,1.011,0.006,0,0,0.005,0,0.013,0.216,0.784,5.013,0.009,0,0.011,0.004,0,0,0.002,0,0.003,0.013,0.016,0.03,0.005,0.213,0.77,0.012,0.002,0.011,0.011,0.003
HH12-2,HFZ,65.22,0,18.82,0,0,0,0.07,0,0.53,2.93,12.63,100.2,0.21,0.02,0.11,0.05,0.06,0,0.02,0,0.07,0.08,0.13,0.31,2.983,0,1.015,0,0,0,0.003,0,0.009,0.26,0.737,5.008,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.003,0.257,0.73,0.009,0.002,0.011,0.011,0.003
HH12-2,HFZ,64.66,0,18.73,0,0,0,0.15,0,1.24,2.89,12.5,100.17,0.21,0.03,0.11,0.05,0,0.02,0.02,0.04,0.09,0.08,0.13,0.31,2.975,0,1.016,0,0,0,0.007,0,0.022,0.258,0.734,5.012,0.009,0,0.011,0,0,0,0.002,0,0.003,0.014,0.015,0.03,0.007,0.252,0.718,0.022,0.002,0.011,0.011,0.003
HH12-2,HFZ,64.12,0,19.37,0.25,0,0,0.09,0,1.06,2.59,12.89,100.37,0.21,0.03,0.11,0.06,0.09,0,0.02,0.04,0.08,0.07,0.14,0.32,2.948,0,1.05,0.009,0,0,0.004,0,0.019,0.231,0.756,5.016,0.009,0,0.011,0.004,0,0,0.002,0,0.003,0.013,0.016,0.03,0.004,0.228,0.748,0.019,0.002,0.011,0.011,0.003
HH12-2,HFZ,63.26,0,19.14,0,0,0,0.19,0,1.68,2.4,12.25,98.92,0.21,0.02,0.11,0.05,0.07,0,0.03,0.04,0.09,0.07,0.13,0.31,2.953,0,1.053,0,0,0,0.01,0,0.031,0.217,0.73,4.993,0.009,0,0.011,0,0,0,0.003,0,0.003,0.013,0.016,0.03,0.01,0.22,0.739,0.031,0.003,0.011,0.011,0.003
