Sample,Coal,SiO2,TiO2,Al2O3,Y2O3,Ce2O3,Fe2O3,CaO,P2O5,Nb2O5,Ta2O5,Total,sSiO2,sTiO2,sAl2O3,sY2O3,sCe2O3,sFe2O3,sCaO,sP2O5,sNb2O5,sTa2O5,sTotal,Si,Ti,Al,Y,Ce,Fe3,Ca,P,Nb,Ta,Sum,sSi,sTi,sAl,sY,sCe,sFe3,sCa,sP,sNb,sTa,sSum,Ce+Y,Al,Fe3,sCe+Y,sAl,sFe3
NV13-1,MCZl,29.36,36.59,1.85,0.17,0.24,1.73,27.57,0.08,0.1,0,97.67,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.985,0.923,0.073,0.003,0.003,0.044,0.991,0.002,0.002,0,3.025,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.048,0.596,0.356,0.008,0.011,0.01
NV13-1,MCZl,29.85,37.75,1.64,0.25,0.17,1.82,27.41,0.04,0.14,0,99.07,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.986,0.938,0.064,0.004,0.002,0.045,0.97,0.001,0.002,0,3.013,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.056,0.554,0.391,0.008,0.011,0.011
NV13-1,MCZl,29.76,35.88,1.93,0.03,0.32,2.33,27.42,0,0.31,0,98,0.09,0.17,0.01,0.01,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.996,0.903,0.076,0.001,0.004,0.059,0.983,0,0.005,0,3.025,0.005,0.006,0.001,0,0.001,0.002,0.008,0,0.001,0,0.012,0.033,0.546,0.421,0.007,0.01,0.009
NV13-1,MCZl,29.17,36.66,1.55,0.18,0.26,1.84,27.04,0.04,0.17,0,96.9,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.987,0.933,0.062,0.003,0.003,0.047,0.98,0.001,0.003,0,3.018,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.056,0.536,0.408,0.008,0.011,0.011
NV13-1,MCZl,28.35,36.44,1.39,0.04,0.42,1.99,27.39,0,0.09,0,96.11,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.971,0.939,0.056,0.001,0.005,0.051,1.005,0,0.001,0,3.031,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.054,0.493,0.453,0.009,0.011,0.011
NV13-1,MCZl,30.57,38.57,1.62,0.14,0.19,1.42,27.52,0.09,0.06,0,100.18,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.06,0.24,0.995,0.944,0.062,0.003,0.002,0.035,0.96,0.003,0.001,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.047,0.612,0.341,0.009,0.012,0.012
NV13-1,MCZl,30.81,37.76,1.65,0.19,0.19,2.06,27.39,0,0.16,0,100.21,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1.004,0.925,0.063,0.003,0.002,0.051,0.956,0,0.002,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.047,0.53,0.424,0.008,0.01,0.01
NV13-1,MCZl,30.45,37.39,1.78,0.21,0.3,2.13,27.17,0.03,0.11,0,99.57,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1,0.923,0.069,0.004,0.004,0.053,0.956,0.001,0.002,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.056,0.534,0.409,0.008,0.01,0.01
NV13-1,MCZl,31.02,37.15,2.03,0.04,0.41,2.11,27.58,0.03,0.17,0,100.54,0.09,0.17,0.02,0.01,0.04,0.04,0.12,0.01,0.02,0.06,0.24,1.008,0.908,0.078,0.001,0.005,0.052,0.96,0.001,0.002,0,3.013,0.005,0.006,0.001,0,0.001,0.002,0.008,0.001,0.001,0,0.011,0.041,0.576,0.383,0.007,0.01,0.01
NV13-1,MCZl,30.63,36.18,2.44,0.13,0.18,2.04,27.87,0,0.11,0,99.58,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1.004,0.892,0.094,0.002,0.002,0.05,0.979,0,0.002,0,3.026,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.03,0.632,0.338,0.007,0.01,0.009
NV13-1,MCZl,30.93,38.59,1.56,0.2,0.28,1.83,27.36,0.05,0.13,0,100.94,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1,0.939,0.06,0.003,0.003,0.045,0.948,0.001,0.002,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.061,0.537,0.401,0.009,0.011,0.011
NV13-1,MCZl,30.59,38.21,1.45,0.21,0.18,1.91,27.22,0.05,0.18,0,100.02,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.999,0.938,0.056,0.004,0.002,0.047,0.952,0.002,0.003,0,3.002,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.054,0.513,0.432,0.009,0.011,0.011
NV13-1,MCZl,30.6,37.64,1.53,0.22,0.3,1.9,27.21,0.06,0.18,0.26,99.9,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,1.002,0.927,0.059,0.004,0.004,0.047,0.955,0.002,0.003,0.002,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0.001,0.012,0.066,0.522,0.412,0.009,0.011,0.011
NV13-1,MCZl,29.82,36.81,1.75,0.21,0.18,2.13,27.28,0.04,0.11,0,98.32,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.06,0.24,0.993,0.922,0.069,0.004,0.002,0.053,0.973,0.001,0.002,0,3.018,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.046,0.537,0.417,0.008,0.01,0.01
NV13-1,MCZl,30.28,36.92,1.8,0.2,0.31,2.27,27.42,0,0.09,0,99.28,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.06,0.24,0.998,0.916,0.07,0.004,0.004,0.056,0.969,0,0.001,0,3.017,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.012,0.055,0.523,0.422,0.008,0.01,0.01
SS11-1,W,29.55,36.23,1.74,0.31,0.52,1.74,26.5,0.23,0.15,0,96.98,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.02,0.02,0.05,0.24,0.997,0.919,0.069,0.006,0.006,0.044,0.958,0.007,0.002,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.095,0.552,0.353,0.008,0.01,0.01
SS11-1,W,29.59,36.79,1.61,0.36,0.61,1.99,25.79,0.04,0.17,0,96.95,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.999,0.934,0.064,0.006,0.008,0.051,0.932,0.001,0.003,0,2.997,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.109,0.498,0.393,0.008,0.009,0.01
SS11-1,W,29.94,36.99,1.69,0.25,0.27,1.79,26.92,0.04,0.12,0,98.01,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.998,0.928,0.066,0.004,0.003,0.045,0.962,0.001,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.065,0.557,0.378,0.008,0.01,0.01
SS11-1,W,30.09,37.24,1.61,0.15,0.08,1.6,27.06,0.06,0.09,0,97.99,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.001,0.932,0.063,0.003,0.001,0.04,0.965,0.002,0.001,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.035,0.59,0.375,0.008,0.011,0.011
SS11-1,W,29.97,37.56,1.59,0.22,0.17,1.32,26.99,0.18,0.23,0,98.22,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.02,0.02,0.06,0.24,0.995,0.938,0.062,0.004,0.002,0.033,0.96,0.005,0.003,0,3.003,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.012,0.058,0.617,0.325,0.009,0.011,0.011
SS11-1,W,29.9,36.94,1.64,0.4,0.67,1.77,26.04,0.03,0.2,0,97.58,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.002,0.932,0.065,0.007,0.008,0.045,0.935,0.001,0.003,0,2.998,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.123,0.519,0.358,0.008,0.009,0.01
SS11-1,W,29.66,36.57,1.67,0.28,0.56,1.95,26.52,0.03,0.11,0,97.35,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.998,0.926,0.066,0.005,0.007,0.049,0.956,0.001,0.002,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.094,0.519,0.387,0.008,0.009,0.01
SS11-1,W,30.27,37.33,1.65,0.18,0.13,1.34,26.99,0.12,0.13,0,98.12,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,1.005,0.932,0.064,0.003,0.002,0.033,0.96,0.003,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.012,0.046,0.628,0.326,0.008,0.011,0.011
SS11-1,W,29.2,36.65,1.64,0.32,0.75,2,25.82,0.08,0.17,0,96.63,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.991,0.935,0.065,0.006,0.009,0.051,0.938,0.002,0.003,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.012,0.115,0.498,0.387,0.008,0.009,0.01
SS11-1,W,30.35,37.68,1.75,0.28,0.5,2.12,27.07,0.03,0.2,0,99.97,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.994,0.928,0.067,0.005,0.006,0.052,0.95,0.001,0.003,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.083,0.517,0.4,0.007,0.009,0.01
SS11-1,W,29.91,38.78,1.26,0.26,0.86,1.77,26.75,0.07,0.21,0,99.87,0.09,0.17,0.01,0.02,0.04,0.03,0.12,0.01,0.02,0.05,0.24,0.983,0.959,0.049,0.005,0.01,0.044,0.942,0.002,0.003,0,2.997,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.139,0.454,0.408,0.009,0.01,0.011
SS11-1,W,30.36,38.4,1.68,0.14,0.26,1.94,27.41,0.09,0.06,0,100.34,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.989,0.941,0.065,0.002,0.003,0.047,0.956,0.002,0.001,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.047,0.55,0.404,0.008,0.01,0.01
SS11-1,W,30.43,37.58,1.99,0.23,0.41,2.39,27.47,0,0.11,0,100.62,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.991,0.92,0.077,0.004,0.005,0.059,0.958,0,0.002,0,3.015,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.062,0.531,0.407,0.007,0.009,0.009
SS11-1,W,29.85,38.45,1.7,0.41,0.88,2.12,26.98,0.07,0.19,0,100.64,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.975,0.945,0.065,0.007,0.01,0.052,0.945,0.002,0.003,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.13,0.484,0.386,0.008,0.009,0.01
SS11-1,W,29.85,37.09,2.28,0.18,0.2,2.73,27.81,0,0.16,0,100.29,0.09,0.17,0.02,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.977,0.913,0.088,0.003,0.002,0.067,0.975,0,0.002,0,3.027,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.034,0.547,0.419,0.006,0.008,0.008
SS11-1,W,30.05,38.41,1.59,0.24,0.59,2.08,27.24,0,0.13,0,100.33,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.983,0.945,0.061,0.004,0.007,0.051,0.955,0,0.002,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.091,0.496,0.413,0.008,0.009,0.01
SS11-1,W,29.91,38.97,1.41,0.24,0.67,1.91,26.93,0,0.15,0,100.19,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.98,0.96,0.054,0.004,0.008,0.047,0.945,0,0.002,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.108,0.478,0.414,0.009,0.01,0.011
SS11-1,W,30.2,38.41,1.69,0.26,0.38,1.82,27.22,0.06,0.16,0,100.2,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.986,0.943,0.065,0.004,0.005,0.045,0.952,0.002,0.002,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.076,0.548,0.376,0.008,0.01,0.01
SS11-1,W,29.49,38.67,1.39,0.47,0.9,1.76,26.13,0.06,0.2,0,99.08,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.02,0.02,0.05,0.24,0.978,0.964,0.054,0.008,0.011,0.044,0.928,0.002,0.003,0,2.992,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.164,0.462,0.374,0.009,0.01,0.011
SS11-1,W,29.99,38.54,1.8,0.19,0.4,2.12,27.49,0.06,0.14,0,100.72,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.976,0.943,0.069,0.003,0.005,0.052,0.958,0.002,0.002,0,3.011,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.063,0.535,0.402,0.007,0.01,0.01
SS11-1,W,29.99,38.67,1.62,0.33,0.25,2.03,27.4,0,0.22,0,100.52,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.978,0.949,0.062,0.006,0.003,0.05,0.957,0,0.003,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.073,0.515,0.412,0.008,0.01,0.01
SS11-1,W,29.65,38.98,1.22,0.34,0.91,1.68,26.78,0.07,0.23,0,99.86,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.02,0.02,0.05,0.24,0.976,0.965,0.047,0.006,0.011,0.042,0.945,0.002,0.003,0,2.997,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.16,0.447,0.394,0.01,0.01,0.011
SS11-1,W,29.91,38.94,1.55,0.38,0.79,2.02,26.89,0.05,0.18,0,100.71,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.02,0.02,0.05,0.24,0.976,0.955,0.06,0.007,0.009,0.05,0.94,0.001,0.003,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.128,0.476,0.396,0.008,0.009,0.01
SS11-1,W,30.15,38.97,1.46,0.24,0.62,2.1,27.03,0.05,0.12,0,100.73,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.981,0.954,0.056,0.004,0.007,0.051,0.943,0.001,0.002,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.096,0.472,0.432,0.008,0.009,0.01
SS11-1,W,29.97,39.47,1.32,0.21,0.44,1.71,27.49,0,0.16,0,100.77,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.975,0.966,0.051,0.004,0.005,0.042,0.958,0,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.088,0.5,0.412,0.009,0.011,0.011
SS11-1,W,30.25,38.53,1.53,0.24,0.62,2.23,27.22,0.04,0.13,0,100.79,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.985,0.943,0.059,0.004,0.007,0.055,0.949,0.001,0.002,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.093,0.469,0.438,0.008,0.009,0.01
SS11-1,W,29.83,38.86,1.49,0.28,0.68,2.07,27.34,0.03,0.14,0,100.72,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.974,0.954,0.057,0.005,0.008,0.051,0.956,0.001,0.002,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.108,0.473,0.419,0.008,0.009,0.01
SS11-1,W,29.51,38.74,1.39,0.45,0.79,1.83,26.34,0,0.19,0,99.24,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.02,0.02,0.05,0.24,0.977,0.965,0.054,0.008,0.01,0.046,0.934,0,0.003,0,2.996,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.15,0.462,0.388,0.009,0.01,0.011
SS11-1,W,30.11,39.01,1.42,0.22,0.64,1.83,27.08,0.04,0.11,0.13,100.59,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.982,0.957,0.055,0.004,0.008,0.045,0.946,0.001,0.002,0.001,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0.001,0.011,0.102,0.493,0.405,0.009,0.01,0.011
SS11-1,W,29.71,39.08,1.44,0.27,0.66,2,27.05,0.04,0.15,0.13,100.52,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.972,0.961,0.056,0.005,0.008,0.049,0.948,0.001,0.002,0.001,3.002,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0.001,0.011,0.107,0.474,0.419,0.008,0.01,0.01
SS11-1,W,29.63,38.77,1.35,0.25,0.83,1.87,26.64,0.06,0.15,0,99.55,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.977,0.962,0.052,0.004,0.01,0.047,0.941,0.002,0.002,0,2.998,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.127,0.463,0.41,0.009,0.01,0.011
SS11-1,W,29.79,38.94,1.48,0.5,0.82,1.84,26.49,0.04,0.15,0,100.04,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.02,0.02,0.05,0.24,0.978,0.961,0.057,0.009,0.01,0.045,0.931,0.001,0.002,0,2.995,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.153,0.473,0.374,0.009,0.009,0.01
SS11-1,W,29.69,38.69,1.47,0.39,0.78,2.21,26.88,0,0.16,0.13,100.39,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.974,0.954,0.057,0.007,0.009,0.055,0.944,0,0.002,0.001,3.003,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0.001,0.011,0.127,0.445,0.428,0.008,0.009,0.01
SS11-1,W,30.01,38.38,1.63,0.27,0.49,2.19,27.22,0,0.16,0,100.35,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.981,0.944,0.063,0.005,0.006,0.054,0.954,0,0.002,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.083,0.493,0.424,0.008,0.009,0.01
SS11-1,W,29.98,39.6,1.45,0.13,0.21,1.54,27.55,0.11,0.06,0,100.63,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.974,0.968,0.055,0.002,0.002,0.038,0.959,0.003,0.001,0,3.003,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0,0,0.011,0.049,0.566,0.385,0.009,0.012,0.012
SS11-1,W,29.52,38.76,1.38,0.54,0.84,1.91,26.38,0,0.2,0,99.54,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.975,0.963,0.054,0.01,0.01,0.047,0.934,0,0.003,0,2.996,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.163,0.444,0.392,0.009,0.009,0.01
SS11-1,W,29.77,38.39,1.51,0.28,0.59,1.96,27.14,0,0.16,0,99.81,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.979,0.95,0.059,0.005,0.007,0.049,0.957,0,0.002,0,3.007,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.1,0.492,0.408,0.008,0.01,0.01
SS11-1,W,29.28,38.37,1.47,0.51,0.85,1.99,26.28,0.03,0.19,0,98.98,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.973,0.959,0.058,0.009,0.01,0.05,0.936,0.001,0.003,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.152,0.455,0.393,0.009,0.009,0.01
SS11-1,W,29.93,40.5,1.35,0.24,0.29,0.86,27.43,0.12,0.15,0,100.88,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.97,0.987,0.052,0.004,0.003,0.021,0.952,0.003,0.002,0,2.995,0.005,0.006,0.001,0.001,0.001,0.001,0.008,0.001,0.001,0,0.011,0.096,0.643,0.262,0.011,0.014,0.013
SS11-1,W,30.2,38.71,1.59,0.23,0.55,1.94,27.34,0,0.14,0,100.69,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.983,0.948,0.061,0.004,0.007,0.048,0.954,0,0.002,0,3.006,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.087,0.513,0.4,0.008,0.01,0.01
SS11-1,W,30.13,39.33,1.52,0.29,0.39,1.74,27.35,0.05,0.19,0,100.99,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.977,0.959,0.058,0.005,0.005,0.042,0.95,0.002,0.003,0,3.002,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.088,0.528,0.385,0.008,0.01,0.011
SS11-1,W,29.88,38.69,1.66,0.23,0.27,1.87,27.43,0,0.21,0,100.24,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.977,0.951,0.064,0.004,0.003,0.046,0.961,0,0.003,0,3.009,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.061,0.545,0.394,0.008,0.01,0.01
SS11-1,W,29.6,38.88,1.47,0.36,0.77,1.91,26.73,0.07,0.16,0,99.95,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.973,0.961,0.057,0.006,0.009,0.047,0.941,0.002,0.002,0,3,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.13,0.475,0.395,0.009,0.009,0.01
SS11-1,W,29.29,38.21,1.46,0.26,0.68,2.02,26.85,0,0.13,0,98.89,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.974,0.955,0.057,0.005,0.008,0.051,0.956,0,0.002,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.106,0.476,0.419,0.008,0.01,0.01
SS11-1,W,29.88,39.07,1.53,0.21,0.58,1.93,27.31,0.04,0.14,0,100.7,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.974,0.958,0.059,0.004,0.007,0.047,0.954,0.001,0.002,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.091,0.503,0.406,0.008,0.01,0.01
SS11-1,W,29.73,38.75,1.69,0.33,0.6,2.1,27.33,0,0.17,0,100.68,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.971,0.951,0.065,0.006,0.007,0.052,0.956,0,0.002,0,3.01,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.099,0.501,0.399,0.008,0.009,0.01
SS11-1,W,29.86,38.25,1.55,0.31,0.59,2.06,26.92,0,0.13,0,99.68,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.983,0.947,0.06,0.005,0.007,0.051,0.95,0,0.002,0,3.005,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.102,0.486,0.412,0.008,0.009,0.01
SS11-1,W,29.96,37.96,1.71,0.25,0.48,2.3,27.01,0,0.15,0,99.82,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.984,0.938,0.066,0.004,0.006,0.057,0.951,0,0.002,0,3.008,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.076,0.497,0.427,0.007,0.009,0.009
SS11-1,W,29.93,39.36,1.3,0.27,0.7,1.75,27.09,0.04,0.17,0,100.61,0.09,0.17,0.01,0.02,0.03,0.03,0.12,0.01,0.02,0.05,0.24,0.977,0.966,0.05,0.005,0.008,0.043,0.947,0.001,0.003,0,2.999,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.123,0.471,0.405,0.009,0.01,0.011
SS11-1,W,29.95,38.81,1.49,0.26,0.67,1.87,26.88,0,0.12,0,100.05,0.09,0.17,0.01,0.02,0.03,0.04,0.12,0.01,0.02,0.05,0.24,0.982,0.957,0.057,0.005,0.008,0.046,0.944,0,0.002,0,3.001,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.108,0.495,0.397,0.008,0.01,0.01
SS11-1,W,29.29,38.58,1.5,0.27,0.65,1.91,26.78,0.05,0.15,0,99.17,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.97,0.961,0.059,0.005,0.008,0.048,0.95,0.001,0.002,0,3.004,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.106,0.493,0.401,0.009,0.01,0.01
SS11-1,W,29.42,39.14,1.23,0.33,0.79,1.71,26.59,0.08,0.23,0,99.53,0.09,0.17,0.01,0.02,0.04,0.03,0.12,0.02,0.02,0.05,0.24,0.971,0.972,0.048,0.006,0.01,0.043,0.941,0.002,0.003,0,2.995,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0.001,0.001,0,0.011,0.145,0.452,0.402,0.01,0.01,0.011
SS11-1,W,29.6,38.69,1.41,0.48,0.92,1.93,26.15,0,0.14,0,99.32,0.09,0.17,0.01,0.02,0.04,0.04,0.12,0.01,0.02,0.05,0.24,0.979,0.963,0.055,0.008,0.011,0.048,0.927,0,0.002,0,2.994,0.005,0.006,0.001,0.001,0.001,0.002,0.008,0,0.001,0,0.011,0.16,0.45,0.391,0.009,0.009,0.01
